DateTime,TSLA,HMC,HYMTF,CVX,TM,F,^GSPC,Sales,prediction_1,prediction_2,prediction_3
2021-01-31,264.510009765625,25.105257034301758,50.4900016784668,77.4571762084961,140.52000427246094,9.544729232788086,3714.239990234375,8993.0,9796.52,11003.013499664106,9580.40909090909
2021-02-28,225.1666717529297,26.233478546142578,47.47999954223633,92.19727325439453,147.92999267578125,10.605255126953125,3811.14990234375,9880.0,9747.3,10895.085606933408,9580.40909090909
2021-03-31,222.64332580566406,29.00360679626465,44.75,96.61351776123047,156.05999755859375,11.103793144226074,3972.889892578125,10072.0,9560.49,10878.281678066938,9580.40909090909
2021-04-30,236.47999572753906,28.63865852355957,47.310001373291016,95.0277328491211,150.77000427246094,10.460225105285645,4181.169921875,10031.0,9601.34,10834.634795081209,9580.40909090909
2021-05-31,208.4066619873047,30.0216121673584,49.56999969482422,96.86288452148438,165.97999572753906,13.170456886291504,4204.10986328125,9716.0,9559.02,10834.614796897411,9580.40909090909
2021-06-30,226.56666564941406,30.90516471862793,52.0,97.74948120117188,174.83999633789062,13.469579696655273,4297.5,9970.0,9557.22,10920.263893005582,9578.533333333333
2021-07-31,229.06666564941406,30.828332901000977,46.689998626708984,95.0150375366211,179.83999633789062,12.644726753234863,4395.259765625,10062.0,9543.63,10928.59813245884,9578.533333333333
2021-08-31,245.24000549316406,29.061227798461914,43.900001525878906,91.52900695800781,174.22999572753906,11.810809135437012,4522.68017578125,10005.0,9575.46,10937.3557315268,9578.533333333333
2021-09-30,258.49334716796875,29.824594497680664,40.630001068115234,95.95552825927734,177.75,12.835078239440918,4307.5400390625,9452.0,9517.4,10945.069629281477,9578.533333333333
2021-10-31,371.3333435058594,28.764638900756836,40.5,108.289306640625,176.57000732421875,15.481860160827637,4605.3798828125,9790.0,9590.59,11358.272910867494,9578.533333333333
2021-11-30,381.586669921875,26.615558624267578,39.349998474121094,107.99091339111328,177.85000610351562,17.48201560974121,4567.0,9813.0,9750.39,11088.510611211761,9578.533333333333
2021-12-31,352.260009765625,27.665786743164062,40.869998931884766,112.27725982666016,185.3000030517578,18.921390533447266,4766.18017578125,9955.0,9678.04,11035.344615007012,9578.533333333333
2022-01-31,312.239990234375,28.73546600341797,39.02000045776367,125.6529312133789,198.4499969482422,18.588302612304688,4515.5498046875,10252.0,9616.29,11184.890148835932,9574.12
2022-02-28,290.1433410644531,29.717626571655273,37.279998779296875,139.2217559814453,182.9499969482422,16.07933807373047,4373.93994140625,10051.0,9576.94,11006.905584445525,9558.05
2022-03-31,359.20001220703125,27.876436233520508,35.25,157.4269256591797,180.25,15.484148979187012,4530.41015625,9288.0,9676.9,11241.474397762537,9558.05
2022-04-30,290.2533264160156,25.89371681213379,36.06999969482422,151.47134399414062,171.0,13.052295684814453,4131.93017578125,9191.0,9704.17,11216.64484079388,9574.12
2022-05-31,252.75332641601562,24.562040328979492,36.4900016784668,170.2535858154297,166.3699951171875,12.609845161437988,4132.14990234375,9496.0,9695.14,11415.263032675495,9574.12
2022-06-30,224.47332763671875,23.822219848632812,33.540000915527344,141.1273956298828,154.1699981689453,10.259325981140137,3785.3798828125,9838.0,9708.29,11384.216686559423,9574.12
2022-07-31,297.1499938964844,25.370908737182617,37.540000915527344,159.64805603027344,162.58999633789062,13.5408353805542,4130.2900390625,9479.0,9713.39,11285.22901051998,9574.12
2022-08-31,275.6099853515625,26.160053253173828,34.790000915527344,155.47230529785156,149.3699951171875,14.18791389465332,3955.0,9387.0,9711.57,11341.796019024907,9574.12
2022-09-30,265.25,21.59000015258789,29.600000381469727,141.31790161132812,130.2899932861328,10.426813125610352,3585.6201171875,9358.0,9724.67,11287.011612634957,9574.12
2022-10-31,227.5399932861328,22.81999969482422,27.610000610351562,177.93838500976562,138.80999755859375,12.44700813293457,3871.97998046875,9503.0,9682.18,11686.133219573036,9574.12
